Person,Age,Weight,Income,Pay Type,Car Value,CC Debt,Gender,Live Alone,Dwell Type,Mall Trips,Nbhd,Have Tried,Pay Type Hourly,Pay Type Salaried,Gender Female,Gender Male,Live Alone No,Live Alone Yes,Dwell Type Apt,Dwell Type Condo,Dwell Type Home,Have Tried No,Have Tried Yes
238,34,255,51400,Salaried,12480,2270,Female,No,Condo,10,West,Yes,0,1,1,0,1,0,0,1,0,0,1
239,44,186,78300,Salaried,1140,1020,Female,No,Condo,4,South,No,0,1,1,0,1,0,0,1,0,1,0
240,39,235,71800,Salaried,19510,1130,Male,No,Home,5,West,Yes,0,1,0,1,1,0,0,0,1,0,1
241,27,232,9900,Hourly,700,2010,Female,No,Apt,6,East,Yes,1,0,1,0,1,0,1,0,0,0,1
242,30,165,19600,Salaried,6980,600,Female,No,Apt,3,West,Yes,0,1,1,0,1,0,1,0,0,0,1
243,28,188,54600,Hourly,7070,2400,Male,No,Condo,6,West,Yes,1,0,0,1,1,0,0,1,0,0,1
244,29,187,30300,Salaried,9070,2510,Male,No,Home,9,West,Yes,0,1,0,1,1,0,0,0,1,0,1
245,27,219,18300,Salaried,1040,1230,Female,No,Apt,10,West,Yes,0,1,1,0,1,0,1,0,0,0,1
246,29,189,12100,Hourly,1310,2880,Male,Yes,Apt,7,West,Yes,1,0,0,1,0,1,1,0,0,0,1
247,24,212,48000,Salaried,29910,650,Male,No,Condo,5,East,Yes,0,1,0,1,1,0,0,1,0,0,1
248,54,157,44500,Hourly,3610,700,Male,No,Home,2,East,No,1,0,0,1,1,0,0,0,1,1,0
249,24,163,73500,Hourly,3960,1140,Female,No,Home,6,West,Yes,1,0,1,0,1,0,0,0,1,0,1
250,59,155,83600,Hourly,10170,2140,Male,No,Home,3,South,No,1,0,0,1,1,0,0,0,1,1,0
251,41,173,41500,Salaried,11610,210,Male,No,Home,2,South,Yes,0,1,0,1,1,0,0,0,1,0,1
252,29,228,91600,Hourly,2940,710,Male,No,Condo,4,West,Yes,1,0,0,1,1,0,0,1,0,0,1
253,30,215,47500,Salaried,1560,1680,Female,No,Home,6,West,Yes,0,1,1,0,1,0,0,0,1,0,1
254,42,245,21900,Hourly,4090,1040,Female,No,Home,7,West,No,1,0,1,0,1,0,0,0,1,1,0
255,40,183,62000,Salaried,22300,1220,Male,No,Home,4,East,Yes,0,1,0,1,1,0,0,0,1,0,1
256,42,234,20100,Salaried,1490,1070,Female,No,Apt,5,East,Yes,0,1,1,0,1,0,1,0,0,0,1
257,28,215,22200,Hourly,2250,2170,Male,No,Home,1,West,No,1,0,0,1,1,0,0,0,1,1,0
258,33,164,47200,Salaried,5980,860,Female,No,Apt,6,East,Yes,0,1,1,0,1,0,1,0,0,0,1
259,32,179,46300,Salaried,13340,2060,Male,No,Condo,3,West,Yes,0,1,0,1,1,0,0,1,0,0,1
260,32,165,135500,Salaried,9020,830,Female,Yes,Home,4,West,Yes,0,1,1,0,0,1,0,0,1,0,1
261,48,178,21600,Salaried,1780,150,Male,No,Apt,2,East,No,0,1,0,1,1,0,1,0,0,1,0
262,35,227,67800,Salaried,11530,400,Female,No,Condo,1,East,No,0,1,1,0,1,0,0,1,0,1,0
263,39,210,23500,Hourly,1140,1010,Female,No,Home,6,West,Yes,1,0,1,0,1,0,0,0,1,0,1
264,27,212,14000,Salaried,7890,630,Male,No,Home,4,South,Yes,0,1,0,1,1,0,0,0,1,0,1
265,31,177,74600,Salaried,3770,1500,Female,No,Apt,6,West,Yes,0,1,1,0,1,0,1,0,0,0,1
266,40,189,107700,Salaried,7160,1260,Female,Yes,Apt,3,South,Yes,0,1,1,0,0,1,1,0,0,0,1
267,48,163,76600,Hourly,2800,340,Male,No,Apt,1,East,No,1,0,0,1,1,0,1,0,0,1,0
268,49,219,65300,Hourly,1640,780,Female,No,Apt,7,East,Yes,1,0,1,0,1,0,1,0,0,0,1
269,43,201,58600,Hourly,3810,5350,Female,No,Condo,6,East,No,1,0,1,0,1,0,0,1,0,1,0
270,49,193,74800,Salaried,29370,550,Female,Yes,Apt,3,South,Yes,0,1,1,0,0,1,1,0,0,0,1
271,42,149,34100,Salaried,7640,3520,Male,No,Condo,6,East,No,0,1,0,1,1,0,0,1,0,1,0
272,37,192,47100,Hourly,5620,1640,Male,No,Apt,5,South,No,1,0,0,1,1,0,1,0,0,1,0
273,46,237,7200,Hourly,650,950,Female,No,Home,7,West,Yes,1,0,1,0,1,0,0,0,1,0,1
274,28,178,30000,Hourly,4120,2020,Female,No,Condo,6,South,Yes,1,0,1,0,1,0,0,1,0,0,1
275,33,191,43500,Salaried,7670,1450,Female,No,Condo,2,East,No,0,1,1,0,1,0,0,1,0,1,0
276,36,186,36900,Salaried,10650,7000,Male,No,Condo,5,West,Yes,0,1,0,1,1,0,0,1,0,0,1
277,59,188,124800,Salaried,8570,730,Female,Yes,Apt,3,West,No,0,1,1,0,0,1,1,0,0,1,0
278,29,207,48300,Hourly,11120,2010,Female,No,Home,7,South,Yes,1,0,1,0,1,0,0,0,1,0,1
279,31,170,29300,Hourly,1550,1200,Male,No,Apt,2,East,No,1,0,0,1,1,0,1,0,0,1,0
280,52,192,27400,Hourly,2380,1750,Male,No,Home,6,South,Yes,1,0,0,1,1,0,0,0,1,0,1
281,47,151,73200,Hourly,4160,770,Male,No,Home,5,East,No,1,0,0,1,1,0,0,0,1,1,0
282,32,207,14100,Hourly,1460,1630,Female,No,Home,3,East,No,1,0,1,0,1,0,0,0,1,1,0
283,41,168,50200,Hourly,8480,910,Female,No,Condo,4,East,No,1,0,1,0,1,0,0,1,0,1,0
284,26,163,14600,Hourly,1310,1770,Male,No,Condo,3,South,No,1,0,0,1,1,0,0,1,0,1,0
285,27,211,55300,Salaried,5520,200,Female,No,Condo,1,East,No,0,1,1,0,1,0,0,1,0,1,0
286,30,163,46700,Salaried,3990,990,Male,No,Home,5,South,Yes,0,1,0,1,1,0,0,0,1,0,1
287,52,201,74400,Salaried,3810,670,Male,Yes,Apt,7,East,Yes,0,1,0,1,0,1,1,0,0,0,1
288,39,197,8300,Salaried,2010,640,Male,Yes,Apt,10,West,Yes,0,1,0,1,0,1,1,0,0,0,1
289,53,210,34100,Hourly,3380,1940,Male,No,Home,3,East,No,1,0,0,1,1,0,0,0,1,1,0
290,28,201,62700,Salaried,15270,740,Male,Yes,Condo,6,West,Yes,0,1,0,1,0,1,0,1,0,0,1
291,26,190,86900,Salaried,12350,2610,Male,Yes,Home,8,South,Yes,0,1,0,1,0,1,0,0,1,0,1
292,29,179,17500,Hourly,1040,1960,Female,No,Home,5,West,No,1,0,1,0,1,0,0,0,1,1,0
293,38,184,54100,Salaried,10580,940,Female,No,Home,3,South,No,0,1,1,0,1,0,0,0,1,1,0
294,27,197,43500,Hourly,7940,1610,Female,No,Home,7,West,No,1,0,1,0,1,0,0,0,1,1,0
295,29,166,24700,Hourly,1790,790,Male,No,Home,5,East,Yes,1,0,0,1,1,0,0,0,1,0,1
296,39,197,53500,Salaried,3120,1230,Female,No,Home,11,West,Yes,0,1,1,0,1,0,0,0,1,0,1
297,51,191,62200,Salaried,4850,1960,Female,No,Home,4,East,No,0,1,1,0,1,0,0,0,1,1,0
298,40,189,49900,Salaried,23140,780,Male,No,Home,5,South,Yes,0,1,0,1,1,0,0,0,1,0,1
299,29,249,9000,Hourly,450,1560,Female,No,Condo,8,West,Yes,1,0,1,0,1,0,0,1,0,0,1
300,46,213,31600,Hourly,5650,340,Male,No,Home,4,South,No,1,0,0,1,1,0,0,0,1,1,0
301,37,157,42500,Hourly,740,2650,Male,No,Condo,3,East,No,1,0,0,1,1,0,0,1,0,1,0
302,42,182,49000,Hourly,1820,2090,Female,No,Home,6,East,No,1,0,1,0,1,0,0,0,1,1,0
303,50,201,38400,Hourly,3540,280,Female,No,Home,2,East,No,1,0,1,0,1,0,0,0,1,1,0
304,22,228,28900,Salaried,2620,340,Male,No,Condo,2,West,No,0,1,0,1,1,0,0,1,0,1,0
305,62,206,17700,Hourly,1680,470,Male,No,Home,2,South,No,1,0,0,1,1,0,0,0,1,1,0
306,34,158,32700,Salaried,4190,910,Male,No,Home,7,West,Yes,0,1,0,1,1,0,0,0,1,0,1
307,31,166,44700,Hourly,1940,460,Male,No,Home,3,South,No,1,0,0,1,1,0,0,0,1,1,0
308,34,228,17000,Hourly,2280,2020,Female,No,Condo,5,West,No,1,0,1,0,1,0,0,1,0,1,0
309,38,238,82700,Salaried,7850,460,Male,No,Home,4,East,No,0,1,0,1,1,0,0,0,1,1,0
310,57,237,42500,Salaried,2100,1070,Male,No,Home,4,East,No,0,1,0,1,1,0,0,0,1,1,0
311,33,167,25400,Salaried,6820,1350,Male,Yes,Apt,3,East,Yes,0,1,0,1,0,1,1,0,0,0,1
312,45,170,28500,Hourly,4160,370,Female,No,Condo,5,West,Yes,1,0,1,0,1,0,0,1,0,0,1
313,38,161,21500,Salaried,7950,1820,Male,Yes,Apt,6,West,Yes,0,1,0,1,0,1,1,0,0,0,1
314,27,167,121600,Salaried,13580,0,Female,No,Condo,0,West,No,0,1,1,0,1,0,0,1,0,1,0
315,31,239,108800,Salaried,7660,1990,Male,Yes,Apt,5,West,Yes,0,1,0,1,0,1,1,0,0,0,1
316,45,176,75300,Salaried,4390,520,Male,No,Apt,5,South,Yes,0,1,0,1,1,0,1,0,0,0,1
317,28,210,125300,Salaried,12440,2480,Male,No,Condo,5,West,Yes,0,1,0,1,1,0,0,1,0,0,1
318,45,199,42000,Hourly,4130,1090,Male,No,Apt,4,East,No,1,0,0,1,1,0,1,0,0,1,0
319,37,191,13800,Hourly,1320,440,Female,No,Home,3,West,No,1,0,1,0,1,0,0,0,1,1,0
320,29,200,54000,Salaried,3270,2920,Female,Yes,Apt,7,South,Yes,0,1,1,0,0,1,1,0,0,0,1
321,36,192,45200,Hourly,4970,570,Male,No,Condo,9,West,Yes,1,0,0,1,1,0,0,1,0,0,1
322,55,164,19100,Hourly,890,670,Female,No,Home,3,East,No,1,0,1,0,1,0,0,0,1,1,0
323,45,225,78700,Hourly,6100,870,Female,No,Condo,2,East,No,1,0,1,0,1,0,0,1,0,1,0
324,29,210,21900,Hourly,2050,720,Male,No,Condo,2,South,No,1,0,0,1,1,0,0,1,0,1,0
325,51,210,75800,Salaried,7930,170,Male,No,Home,2,South,Yes,0,1,0,1,1,0,0,0,1,0,1
326,34,184,22300,Hourly,620,160,Female,No,Apt,1,South,No,1,0,1,0,1,0,1,0,0,1,0
327,27,167,38900,Salaried,4890,1990,Female,No,Condo,7,South,Yes,0,1,1,0,1,0,0,1,0,0,1
328,43,183,7400,Hourly,610,1200,Female,No,Home,4,South,No,1,0,1,0,1,0,0,0,1,1,0
329,44,186,39300,Hourly,2970,440,Female,No,Home,9,East,Yes,1,0,1,0,1,0,0,0,1,0,1
330,34,209,20500,Salaried,5030,1600,Female,No,Home,4,East,No,0,1,1,0,1,0,0,0,1,1,0
331,48,180,18800,Hourly,1110,590,Female,No,Condo,3,East,No,1,0,1,0,1,0,0,1,0,1,0
332,39,197,120400,Salaried,3210,640,Male,No,Home,4,East,No,0,1,0,1,1,0,0,0,1,1,0
333,28,194,40200,Hourly,6680,410,Male,No,Condo,5,West,Yes,1,0,0,1,1,0,0,1,0,0,1
334,30,206,18500,Hourly,2220,810,Male,No,Apt,2,West,No,1,0,0,1,1,0,1,0,0,1,0
335,33,173,20500,Hourly,2930,270,Female,No,Home,3,East,No,1,0,1,0,1,0,0,0,1,1,0
336,43,171,98100,Salaried,4030,380,Male,No,Home,2,South,No,0,1,0,1,1,0,0,0,1,1,0
337,30,227,41200,Salaried,15360,1750,Female,No,Apt,6,East,Yes,0,1,1,0,1,0,1,0,0,0,1
338,22,180,34000,Salaried,26420,480,Male,No,Home,6,East,No,0,1,0,1,1,0,0,0,1,1,0
339,49,179,49400,Salaried,9340,1080,Male,No,Home,8,East,Yes,0,1,0,1,1,0,0,0,1,0,1
340,50,179,51700,Salaried,23910,0,Female,No,Condo,0,East,No,0,1,1,0,1,0,0,1,0,1,0
341,24,169,25800,Salaried,4740,1830,Female,Yes,Apt,6,West,Yes,0,1,1,0,0,1,1,0,0,0,1
342,60,200,83300,Salaried,3230,0,Female,No,Condo,1,West,No,0,1,1,0,1,0,0,1,0,1,0
343,40,178,56400,Salaried,1410,1170,Male,No,Home,4,East,Yes,0,1,0,1,1,0,0,0,1,0,1
344,36,244,78200,Salaried,6620,2560,Female,No,Home,6,South,Yes,0,1,1,0,1,0,0,0,1,0,1
345,32,151,32000,Hourly,8720,830,Female,No,Condo,8,West,Yes,1,0,1,0,1,0,0,1,0,0,1
346,29,177,20400,Hourly,340,2860,Female,No,Condo,5,West,Yes,1,0,1,0,1,0,0,1,0,0,1
347,28,196,74900,Salaried,17890,730,Female,No,Home,4,South,Yes,0,1,1,0,1,0,0,0,1,0,1
348,48,179,51600,Salaried,21370,1190,Male,No,Home,6,West,No,0,1,0,1,1,0,0,0,1,1,0
349,45,149,52900,Hourly,6780,4510,Male,No,Home,10,West,Yes,1,0,0,1,1,0,0,0,1,0,1
350,36,175,17600,Hourly,1190,1870,Female,No,Home,5,West,No,1,0,1,0,1,0,0,0,1,1,0
351,43,231,19400,Hourly,1800,500,Female,No,Condo,8,West,Yes,1,0,1,0,1,0,0,1,0,0,1
352,50,168,52300,Salaried,2900,1150,Female,No,Apt,11,South,Yes,0,1,1,0,1,0,1,0,0,0,1
353,56,197,60900,Hourly,1860,1600,Female,No,Home,2,West,Yes,1,0,1,0,1,0,0,0,1,0,1
354,31,157,31700,Salaried,7180,1560,Female,Yes,Apt,6,East,Yes,0,1,1,0,0,1,1,0,0,0,1
355,29,195,49100,Salaried,7830,2050,Male,No,Apt,7,West,Yes,0,1,0,1,1,0,1,0,0,0,1
356,47,174,38900,Salaried,9450,2330,Male,No,Apt,5,West,Yes,0,1,0,1,1,0,1,0,0,0,1
357,32,203,46900,Hourly,8620,920,Female,No,Home,9,South,Yes,1,0,1,0,1,0,0,0,1,0,1
358,29,250,43700,Salaried,5020,1370,Male,No,Home,4,West,Yes,0,1,0,1,1,0,0,0,1,0,1
359,27,223,26100,Hourly,2090,1550,Male,No,Home,7,West,Yes,1,0,0,1,1,0,0,0,1,0,1
360,64,214,15500,Hourly,2040,670,Male,No,Condo,3,East,No,1,0,0,1,1,0,0,1,0,1,0
361,42,230,60100,Hourly,3820,860,Male,No,Home,5,West,Yes,1,0,0,1,1,0,0,0,1,0,1
362,45,229,20600,Salaried,4140,650,Female,No,Condo,2,East,No,0,1,1,0,1,0,0,1,0,1,0
363,37,193,87200,Salaried,6060,2350,Female,No,Condo,4,South,No,0,1,1,0,1,0,0,1,0,1,0
364,36,188,66800,Salaried,6270,310,Male,No,Condo,3,East,No,0,1,0,1,1,0,0,1,0,1,0
365,39,163,22800,Salaried,4860,1000,Male,No,Home,8,East,Yes,0,1,0,1,1,0,0,0,1,0,1
366,41,158,51500,Salaried,11820,2690,Male,No,Home,5,South,No,0,1,0,1,1,0,0,0,1,1,0
367,46,240,39200,Salaried,3450,390,Male,Yes,Home,1,East,No,0,1,0,1,0,1,0,0,1,1,0
368,43,183,9900,Hourly,620,220,Male,No,Home,3,East,Yes,1,0,0,1,1,0,0,0,1,0,1
369,34,233,65600,Salaried,7700,3550,Female,Yes,Home,8,West,Yes,0,1,1,0,0,1,0,0,1,0,1
370,40,184,27900,Hourly,1230,370,Male,No,Apt,2,South,No,1,0,0,1,1,0,1,0,0,1,0
371,43,219,130700,Salaried,4290,2490,Male,No,Condo,7,West,Yes,0,1,0,1,1,0,0,1,0,0,1
372,40,210,56200,Salaried,16390,1210,Male,No,Condo,7,South,Yes,0,1,0,1,1,0,0,1,0,0,1
373,36,188,70700,Salaried,25030,4320,Male,No,Home,3,East,No,0,1,0,1,1,0,0,0,1,1,0
374,39,150,35200,Hourly,3920,890,Male,No,Home,3,East,Yes,1,0,0,1,1,0,0,0,1,0,1
375,29,216,12100,Salaried,2670,2100,Male,No,Condo,5,West,Yes,0,1,0,1,1,0,0,1,0,0,1
376,37,186,64300,Hourly,4340,870,Female,No,Condo,1,East,No,1,0,1,0,1,0,0,1,0,1,0
377,25,175,55200,Salaried,7240,5040,Male,No,Apt,11,West,Yes,0,1,0,1,1,0,1,0,0,0,1
378,54,182,57600,Salaried,5430,1440,Male,No,Home,4,East,Yes,0,1,0,1,1,0,0,0,1,0,1
379,40,191,12300,Salaried,2500,140,Female,Yes,Apt,0,West,Yes,0,1,1,0,0,1,1,0,0,0,1
380,29,196,54900,Hourly,8670,460,Female,Yes,Condo,1,South,Yes,1,0,1,0,0,1,0,1,0,0,1
381,41,210,28100,Hourly,3250,410,Male,Yes,Home,3,East,No,1,0,0,1,0,1,0,0,1,1,0
382,30,225,28000,Hourly,6260,850,Male,No,Home,5,West,Yes,1,0,0,1,1,0,0,0,1,0,1
383,37,163,54500,Salaried,13660,1740,Female,No,Condo,5,West,Yes,0,1,1,0,1,0,0,1,0,0,1
384,33,220,107500,Salaried,9810,1980,Male,No,Apt,10,West,Yes,0,1,0,1,1,0,1,0,0,0,1
385,34,159,50900,Salaried,1870,480,Male,No,Home,6,West,Yes,0,1,0,1,1,0,0,0,1,0,1
386,30,226,72700,Salaried,4440,650,Male,Yes,Apt,3,West,Yes,0,1,0,1,0,1,1,0,0,0,1
387,52,210,100600,Salaried,17110,5840,Female,No,Condo,11,West,Yes,0,1,1,0,1,0,0,1,0,0,1
388,24,205,82900,Salaried,10330,1390,Male,Yes,Home,6,West,Yes,0,1,0,1,0,1,0,0,1,0,1
389,38,220,15200,Salaried,3650,550,Female,No,Home,4,West,Yes,0,1,1,0,1,0,0,0,1,0,1
390,57,225,11100,Salaried,1110,150,Male,No,Condo,4,South,No,0,1,0,1,1,0,0,1,0,1,0
391,54,218,72200,Hourly,4840,760,Male,No,Home,2,South,No,1,0,0,1,1,0,0,0,1,1,0
392,29,217,120000,Salaried,10320,480,Female,No,Home,3,East,No,0,1,1,0,1,0,0,0,1,1,0
393,34,208,38400,Hourly,4120,450,Male,No,Apt,4,East,No,1,0,0,1,1,0,1,0,0,1,0
394,44,181,28900,Salaried,2070,750,Male,No,Condo,7,East,No,0,1,0,1,1,0,0,1,0,1,0
395,31,171,21900,Salaried,5300,2850,Male,Yes,Home,9,West,Yes,0,1,0,1,0,1,0,0,1,0,1
396,25,197,42600,Salaried,7990,6430,Male,No,Home,10,East,Yes,0,1,0,1,1,0,0,0,1,0,1
397,27,213,47000,Salaried,9690,3750,Male,No,Apt,6,West,Yes,0,1,0,1,1,0,1,0,0,0,1
398,40,218,15900,Salaried,2330,960,Male,No,Apt,6,West,Yes,0,1,0,1,1,0,1,0,0,0,1
399,57,187,68700,Salaried,2430,840,Male,No,Apt,4,South,No,0,1,0,1,1,0,1,0,0,1,0
400,39,213,25500,Hourly,1180,1240,Male,No,Home,4,West,No,1,0,0,1,1,0,0,0,1,1,0
401,37,169,32600,Hourly,2310,3980,Female,No,Condo,3,East,No,1,0,1,0,1,0,0,1,0,1,0
402,56,173,48000,Salaried,14670,0,Male,No,Home,0,East,No,0,1,0,1,1,0,0,0,1,1,0
403,53,188,48600,Hourly,3820,580,Female,No,Apt,1,West,No,1,0,1,0,1,0,1,0,0,1,0
404,46,174,35200,Hourly,5130,0,Female,No,Condo,1,East,No,1,0,1,0,1,0,0,1,0,1,0
405,28,217,24200,Salaried,2600,830,Male,No,Condo,3,South,No,0,1,0,1,1,0,0,1,0,1,0
406,41,177,48900,Salaried,8950,2300,Male,Yes,Apt,5,East,No,0,1,0,1,0,1,1,0,0,1,0
407,30,192,45000,Salaried,28240,1640,Male,No,Condo,8,West,Yes,0,1,0,1,1,0,0,1,0,0,1
408,41,151,45600,Hourly,4320,540,Female,No,Home,1,South,No,1,0,1,0,1,0,0,0,1,1,0
409,52,189,70500,Salaried,3740,1410,Male,Yes,Apt,7,South,Yes,0,1,0,1,0,1,1,0,0,0,1
410,41,183,40000,Salaried,960,90,Female,No,Apt,1,West,No,0,1,1,0,1,0,1,0,0,1,0
411,47,166,71900,Salaried,5370,2680,Male,No,Apt,6,South,Yes,0,1,0,1,1,0,1,0,0,0,1
412,51,222,64400,Salaried,16180,880,Male,No,Apt,3,South,No,0,1,0,1,1,0,1,0,0,1,0
413,51,191,27200,Hourly,2600,540,Female,No,Home,4,West,Yes,1,0,1,0,1,0,0,0,1,0,1
414,39,173,60700,Salaried,12790,2510,Male,No,Condo,4,South,Yes,0,1,0,1,1,0,0,1,0,0,1
415,31,164,42800,Salaried,8700,1360,Female,No,Apt,7,West,Yes,0,1,1,0,1,0,1,0,0,0,1
416,51,177,61400,Salaried,8790,1720,Female,Yes,Apt,6,East,No,0,1,1,0,0,1,1,0,0,1,0
417,38,193,22600,Hourly,1000,0,Male,No,Apt,0,South,No,1,0,0,1,1,0,1,0,0,1,0
418,36,186,10400,Hourly,1510,260,Male,No,Home,5,West,Yes,1,0,0,1,1,0,0,0,1,0,1
419,42,207,31100,Hourly,1540,1560,Male,Yes,Apt,9,South,Yes,1,0,0,1,0,1,1,0,0,0,1
420,27,191,27800,Salaried,1090,2860,Male,No,Apt,7,West,Yes,0,1,0,1,1,0,1,0,0,0,1
421,36,181,21200,Salaried,5820,830,Male,No,Condo,3,East,No,0,1,0,1,1,0,0,1,0,1,0
422,43,253,36600,Hourly,7220,3400,Female,No,Home,9,East,Yes,1,0,1,0,1,0,0,0,1,0,1
423,30,156,32800,Salaried,350,600,Female,No,Apt,5,East,No,0,1,1,0,1,0,1,0,0,1,0
424,48,221,44700,Salaried,3340,330,Male,No,Home,2,West,No,0,1,0,1,1,0,0,0,1,1,0
425,27,167,54900,Salaried,12080,1100,Male,No,Apt,5,East,No,0,1,0,1,1,0,1,0,0,1,0
426,32,214,49500,Salaried,23640,1190,Male,No,Apt,8,West,Yes,0,1,0,1,1,0,1,0,0,0,1
427,49,196,33500,Hourly,2730,1090,Male,Yes,Apt,2,East,No,1,0,0,1,0,1,1,0,0,1,0
428,30,163,41100,Hourly,5080,520,Male,No,Home,5,East,Yes,1,0,0,1,1,0,0,0,1,0,1
429,55,208,52100,Salaried,7870,240,Female,No,Home,2,West,No,0,1,1,0,1,0,0,0,1,1,0
430,39,178,33300,Hourly,1810,470,Female,No,Home,1,East,No,1,0,1,0,1,0,0,0,1,1,0
431,33,175,14100,Hourly,1650,490,Female,No,Condo,1,South,No,1,0,1,0,1,0,0,1,0,1,0
432,45,205,30800,Hourly,3550,530,Male,No,Apt,2,East,No,1,0,0,1,1,0,1,0,0,1,0
433,31,182,65800,Salaried,1150,3250,Female,No,Apt,7,West,Yes,0,1,1,0,1,0,1,0,0,0,1
434,49,235,14200,Hourly,3200,1620,Female,No,Apt,7,West,No,1,0,1,0,1,0,1,0,0,1,0
435,48,192,23900,Hourly,2130,150,Female,No,Condo,1,South,No,1,0,1,0,1,0,0,1,0,1,0
436,39,175,58600,Hourly,7280,110,Female,No,Condo,3,South,No,1,0,1,0,1,0,0,1,0,1,0
437,28,157,15800,Hourly,3550,3690,Male,No,Condo,5,East,No,1,0,0,1,1,0,0,1,0,1,0
438,43,189,16000,Hourly,2050,330,Male,No,Home,2,South,No,1,0,0,1,1,0,0,0,1,1,0
439,51,229,11200,Hourly,320,130,Male,No,Apt,2,South,No,1,0,0,1,1,0,1,0,0,1,0
440,25,187,8300,Hourly,920,3430,Male,No,Condo,5,East,Yes,1,0,0,1,1,0,0,1,0,0,1
441,41,181,15400,Hourly,850,2260,Female,No,Home,9,South,Yes,1,0,1,0,1,0,0,0,1,0,1
442,30,183,17000,Hourly,1690,3560,Female,No,Condo,4,East,No,1,0,1,0,1,0,0,1,0,1,0
443,31,175,65700,Salaried,10900,670,Male,No,Apt,7,West,Yes,0,1,0,1,1,0,1,0,0,0,1
444,28,227,13900,Hourly,490,1280,Female,No,Apt,7,West,Yes,1,0,1,0,1,0,1,0,0,0,1
445,32,197,40100,Salaried,6770,3360,Female,No,Home,8,West,Yes,0,1,1,0,1,0,0,0,1,0,1
446,48,179,55800,Salaried,6800,1280,Female,No,Home,8,South,Yes,0,1,1,0,1,0,0,0,1,0,1
447,57,201,23900,Salaried,9300,480,Female,No,Condo,4,West,No,0,1,1,0,1,0,0,1,0,1,0
448,32,169,53100,Hourly,2270,0,Female,No,Home,2,West,No,1,0,1,0,1,0,0,0,1,1,0
449,34,218,72900,Salaried,5130,510,Female,Yes,Apt,4,West,Yes,0,1,1,0,0,1,1,0,0,0,1
450,54,180,16800,Hourly,1950,910,Female,No,Home,2,East,No,1,0,1,0,1,0,0,0,1,1,0
451,54,176,50400,Salaried,11930,1530,Female,No,Home,2,West,Yes,0,1,1,0,1,0,0,0,1,0,1
452,28,230,25700,Salaried,3110,2370,Male,No,Apt,8,South,Yes,0,1,0,1,1,0,1,0,0,0,1
453,32,174,24800,Hourly,3960,920,Male,No,Home,4,East,No,1,0,0,1,1,0,0,0,1,1,0
454,45,194,65200,Salaried,3250,850,Female,No,Home,2,East,No,0,1,1,0,1,0,0,0,1,1,0
455,29,217,32100,Hourly,3060,2470,Male,No,Condo,3,East,No,1,0,0,1,1,0,0,1,0,1,0
456,34,166,90900,Salaried,33870,1350,Male,No,Home,6,South,Yes,0,1,0,1,1,0,0,0,1,0,1
457,47,179,36300,Hourly,6240,2790,Male,No,Condo,3,East,Yes,1,0,0,1,1,0,0,1,0,0,1
458,29,171,29200,Salaried,2880,1890,Female,Yes,Condo,3,West,Yes,0,1,1,0,0,1,0,1,0,0,1
459,25,169,76200,Salaried,22590,640,Female,No,Condo,9,South,Yes,0,1,1,0,1,0,0,1,0,0,1
460,59,169,104200,Salaried,7800,1480,Female,No,Home,4,South,Yes,0,1,1,0,1,0,0,0,1,0,1
461,29,176,46300,Salaried,15060,680,Female,Yes,Home,8,West,Yes,0,1,1,0,0,1,0,0,1,0,1
462,31,225,21300,Salaried,4530,2090,Male,No,Condo,7,West,Yes,0,1,0,1,1,0,0,1,0,0,1
463,50,200,48200,Salaried,7070,710,Female,No,Apt,8,West,Yes,0,1,1,0,1,0,1,0,0,0,1
464,24,191,70500,Salaried,7360,1450,Male,No,Apt,7,East,Yes,0,1,0,1,1,0,1,0,0,0,1
465,50,233,50600,Salaried,11970,460,Male,No,Home,4,East,No,0,1,0,1,1,0,0,0,1,1,0
466,50,185,36000,Salaried,11030,0,Female,No,Apt,1,South,No,0,1,1,0,1,0,1,0,0,1,0
467,44,254,32300,Salaried,6900,1030,Female,No,Condo,4,West,Yes,0,1,1,0,1,0,0,1,0,0,1
468,44,210,26800,Hourly,2210,1600,Male,No,Home,8,West,Yes,1,0,0,1,1,0,0,0,1,0,1
469,32,185,113000,Salaried,8300,4310,Male,No,Apt,4,West,Yes,0,1,0,1,1,0,1,0,0,0,1
470,58,177,29700,Hourly,5150,1220,Male,No,Home,3,West,No,1,0,0,1,1,0,0,0,1,1,0
471,46,197,47600,Salaried,4390,1230,Male,No,Apt,5,East,Yes,0,1,0,1,1,0,1,0,0,0,1
472,46,204,46900,Salaried,12770,1130,Male,No,Home,3,West,Yes,0,1,0,1,1,0,0,0,1,0,1
473,40,144,137100,Salaried,7300,970,Female,No,Home,8,West,Yes,0,1,1,0,1,0,0,0,1,0,1
474,25,184,26500,Salaried,2540,720,Female,No,Home,2,East,No,0,1,1,0,1,0,0,0,1,1,0
475,37,205,30800,Salaried,3410,1670,Male,No,Condo,6,West,Yes,0,1,0,1,1,0,0,1,0,0,1
476,46,227,13600,Hourly,1800,2370,Male,No,Condo,6,West,Yes,1,0,0,1,1,0,0,1,0,0,1
477,33,175,107100,Salaried,16870,5340,Male,No,Condo,8,West,Yes,0,1,0,1,1,0,0,1,0,0,1
478,37,205,25500,Hourly,2780,730,Male,No,Home,4,East,No,1,0,0,1,1,0,0,0,1,1,0
